strain,seqid,source,type,start,end,length,strand,score,phase,gene_id,name,product,locus_tag,gene_biotype,attributes
H37Rv,NC_000962.3,RefSeq,CDS,507758,508555,798,-,,0,cds-NP_214936.1,NP_214936.1,hydroxymethylpyrimidine/phosphomethylpyrimidine kinase,Rv0422c,protein_coding,"ID=cds-NP_214936.1;Parent=gene-Rv0422c;Dbxref=GenBank:NP_214936.1,GeneID:886375;Name=NP_214936.1;Note=phosphomethylpyrimidine kinase ThiD%2C HMP-phosphate kinase (HMP-P kinase);experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=thiD;locus_tag=Rv0422c;product=hydroxymethylpyrimidine/phosphomethylpyrimidine kinase;protein_id=NP_214936.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,508582,510225,1644,-,,,gene-Rv0423c,thiC,,Rv0423c,protein_coding,ID=gene-Rv0423c;Dbxref=GeneID:886379;Name=thiC;gbkey=Gene;gene=thiC;gene_biotype=protein_coding;locus_tag=Rv0423c
H37Rv,NC_000962.3,RefSeq,CDS,508582,510225,1644,-,,0,cds-NP_214937.1,NP_214937.1,phosphomethylpyrimidine synthase,Rv0423c,protein_coding,"ID=cds-NP_214937.1;Parent=gene-Rv0423c;Dbxref=GenBank:NP_214937.1,GeneID:886379;Name=NP_214937.1;Note=thiamine biosynthesis protein ThiC;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=thiC;locus_tag=Rv0423c;product=phosphomethylpyrimidine synthase;protein_id=NP_214937.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,510377,510652,276,-,,,gene-Rv0424c,Rv0424c,,Rv0424c,protein_coding,ID=gene-Rv0424c;Dbxref=GeneID:886374;Name=Rv0424c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0424c
H37Rv,NC_000962.3,RefSeq,CDS,510377,510652,276,-,,0,cds-NP_214938.1,NP_214938.1,hypothetical protein,Rv0424c,protein_coding,"ID=cds-NP_214938.1;Parent=gene-Rv0424c;Dbxref=GenBank:NP_214938.1,GeneID:886374;Name=NP_214938.1;gbkey=CDS;locus_tag=Rv0424c;product=hypothetical protein;protein_id=NP_214938.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,510702,515321,4620,-,,,gene-Rv0425c,ctpH,,Rv0425c,protein_coding,ID=gene-Rv0425c;Dbxref=GeneID:886373;Name=ctpH;gbkey=Gene;gene=ctpH;gene_biotype=protein_coding;locus_tag=Rv0425c
H37Rv,NC_000962.3,RefSeq,CDS,510702,515321,4620,-,,0,cds-NP_214939.1,NP_214939.1,metal cation transporting ATPase H,Rv0425c,protein_coding,"ID=cds-NP_214939.1;Parent=gene-Rv0425c;Dbxref=GenBank:NP_214939.1,GeneID:886373;Name=NP_214939.1;experiment=EXISTENCE:Mass spectrometry[PMID:15525680],EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;gene=ctpH;locus_tag=Rv0425c;product=metal cation transporting ATPase H;protein_id=NP_214939.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,515373,515816,444,-,,,gene-Rv0426c,Rv0426c,,Rv0426c,protein_coding,ID=gene-Rv0426c;Dbxref=GeneID:886387;Name=Rv0426c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0426c
H37Rv,NC_000962.3,RefSeq,CDS,515373,515816,444,-,,0,cds-NP_214940.1,NP_214940.1,transmembrane protein,Rv0426c,protein_coding,"ID=cds-NP_214940.1;Parent=gene-Rv0426c;Dbxref=GenBank:NP_214940.1,GeneID:886387;Name=NP_214940.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0426c;product=transmembrane protein;protein_id=NP_214940.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,516017,516892,876,-,,,gene-Rv0427c,xthA,,Rv0427c,protein_coding,ID=gene-Rv0427c;Dbxref=GeneID:886370;Name=xthA;gbkey=Gene;gene=xthA;gene_biotype=protein_coding;gene_synonym=xth;locus_tag=Rv0427c
H37Rv,NC_000962.3,RefSeq,CDS,516017,516892,876,-,,0,cds-NP_214941.1,NP_214941.1,exodeoxyribonuclease III protein XthA,Rv0427c,protein_coding,"ID=cds-NP_214941.1;Parent=gene-Rv0427c;Dbxref=GenBank:NP_214941.1,GeneID:886370;Name=NP_214941.1;Note=exonuclease III (EXO III) (AP endonuclease VI) Belongs to the AP/EXOA family of DNA repair enzymes.;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=xthA;locus_tag=Rv0427c;product=exodeoxyribonuclease III protein XthA;protein_id=NP_214941.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,516895,517803,909,-,,,gene-Rv0428c,Rv0428c,,Rv0428c,protein_coding,ID=gene-Rv0428c;Dbxref=GeneID:886368;Name=Rv0428c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0428c
H37Rv,NC_000962.3,RefSeq,CDS,516895,517803,909,-,,0,cds-NP_214942.1,NP_214942.1,GCN5-like N-acetyltransferase,Rv0428c,protein_coding,"ID=cds-NP_214942.1;Parent=gene-Rv0428c;Dbxref=GenBank:NP_214942.1,GeneID:886368;Name=NP_214942.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0428c;product=GCN5-like N-acetyltransferase;protein_id=NP_214942.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,517803,518396,594,-,,,gene-Rv0429c,def,,Rv0429c,protein_coding,ID=gene-Rv0429c;Dbxref=GeneID:886366;Name=def;gbkey=Gene;gene=def;gene_biotype=protein_coding;locus_tag=Rv0429c
H37Rv,NC_000962.3,RefSeq,CDS,517803,518396,594,-,,0,cds-NP_214943.1,NP_214943.1,polypeptide deformylase,Rv0429c,protein_coding,"ID=cds-NP_214943.1;Parent=gene-Rv0429c;Dbxref=GenBank:NP_214943.1,GeneID:886366;Name=NP_214943.1;Note=Cofactor: binds 1 zinc ion.;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=def;locus_tag=Rv0429c;product=polypeptide deformylase;protein_id=NP_214943.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,518733,519041,309,+,,,gene-Rv0430,Rv0430,,Rv0430,protein_coding,ID=gene-Rv0430;Dbxref=GeneID:886364;Name=Rv0430;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0430
H37Rv,NC_000962.3,RefSeq,CDS,518733,519041,309,+,,0,cds-NP_214944.1,NP_214944.1,hypothetical protein,Rv0430,protein_coding,"ID=cds-NP_214944.1;Parent=gene-Rv0430;Dbxref=GenBank:NP_214944.1,GeneID:886364;Name=NP_214944.1;gbkey=CDS;locus_tag=Rv0430;product=hypothetical protein;protein_id=NP_214944.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,519073,519567,495,+,,,gene-Rv0431,Rv0431,,Rv0431,protein_coding,ID=gene-Rv0431;Dbxref=GeneID:886362;Name=Rv0431;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0431
H37Rv,NC_000962.3,RefSeq,CDS,519073,519567,495,+,,0,cds-NP_214945.1,NP_214945.1,tuberculin-like peptide,Rv0431,protein_coding,"ID=cds-NP_214945.1;Parent=gene-Rv0431;Dbxref=GenBank:NP_214945.1,GeneID:886362;Name=NP_214945.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0431;product=tuberculin-like peptide;protein_id=NP_214945.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,519600,520322,723,+,,,gene-Rv0432,sodC,,Rv0432,protein_coding,ID=gene-Rv0432;Dbxref=GeneID:886358;Name=sodC;gbkey=Gene;gene=sodC;gene_biotype=protein_coding;locus_tag=Rv0432
H37Rv,NC_000962.3,RefSeq,CDS,519600,520322,723,+,,0,cds-NP_214946.1,NP_214946.1,superoxide dismutase,Rv0432,protein_coding,"ID=cds-NP_214946.1;Parent=gene-Rv0432;Dbxref=GenBank:NP_214946.1,GeneID:886358;Name=NP_214946.1;Note=Cu-Zn;experiment=DESCRIPTION:Protein purification and characterization[PMID:15155722],EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=sodC;inference=protein motif:PROSITE:PS00013;locus_tag=Rv0432;product=superoxide dismutase;protein_id=NP_214946.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,520324,521454,1131,+,,,gene-Rv0433,Rv0433,,Rv0433,protein_coding,ID=gene-Rv0433;Dbxref=GeneID:886356;Name=Rv0433;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0433
H37Rv,NC_000962.3,RefSeq,CDS,520324,521454,1131,+,,0,cds-NP_214947.1,NP_214947.1,carboxylate-amine ligase,Rv0433,protein_coding,"ID=cds-NP_214947.1;Parent=gene-Rv0433;Dbxref=GenBank:NP_214947.1,GeneID:886356;Name=NP_214947.1;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0433;product=carboxylate-amine ligase;protein_id=NP_214947.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,521514,522167,654,+,,,gene-Rv0434,Rv0434,,Rv0434,protein_coding,ID=gene-Rv0434;Dbxref=GeneID:886360;Name=Rv0434;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0434
H37Rv,NC_000962.3,RefSeq,CDS,521514,522167,654,+,,0,cds-NP_214948.1,NP_214948.1,hypothetical protein,Rv0434,protein_coding,"ID=cds-NP_214948.1;Parent=gene-Rv0434;Dbxref=GenBank:NP_214948.1,GeneID:886360;Name=NP_214948.1;gbkey=CDS;locus_tag=Rv0434;product=hypothetical protein;protein_id=NP_214948.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,522347,524533,2187,-,,,gene-Rv0435c,Rv0435c,,Rv0435c,protein_coding,ID=gene-Rv0435c;Dbxref=GeneID:886352;Name=Rv0435c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0435c
H37Rv,NC_000962.3,RefSeq,CDS,522347,524533,2187,-,,0,cds-NP_214949.1,NP_214949.1,ATPase,Rv0435c,protein_coding,"ID=cds-NP_214949.1;Parent=gene-Rv0435c;Dbxref=GenBank:NP_214949.1,GeneID:886352;Name=NP_214949.1;experiment=EXISTENCE:Mass spectrometry[PMID:21085642],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;inference=protein motif:PROSITE:PS00674;locus_tag=Rv0435c;product=ATPase;protein_id=NP_214949.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,524530,525390,861,-,,,gene-Rv0436c,pssA,,Rv0436c,protein_coding,ID=gene-Rv0436c;Dbxref=GeneID:886385;Name=pssA;gbkey=Gene;gene=pssA;gene_biotype=protein_coding;locus_tag=Rv0436c
H37Rv,NC_000962.3,RefSeq,CDS,524530,525390,861,-,,0,cds-NP_214950.1,NP_214950.1,CDP-diacylglycerol--serine O-phosphatidyltransferase,Rv0436c,protein_coding,"ID=cds-NP_214950.1;Parent=gene-Rv0436c;Dbxref=GenBank:NP_214950.1,GeneID:886385;Name=NP_214950.1;Note=PS synthase (phosphatidylserine synthase). Belongs to the CDP-alcohol phosphatidyltransferase class-I family.;experiment=EXISTENCE:Mass spectrometry[PMID:17443846];gbkey=CDS;gene=pssA;inference=protein motif:PROSITE:PS00379;locus_tag=Rv0436c;product=CDP-diacylglycerol--serine O-phosphatidyltransferase;protein_id=NP_214950.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,525387,526082,696,-,,,gene-Rv0437c,psd,,Rv0437c,protein_coding,ID=gene-Rv0437c;Dbxref=GeneID:886350;Name=psd;gbkey=Gene;gene=psd;gene_biotype=protein_coding;locus_tag=Rv0437c
H37Rv,NC_000962.3,RefSeq,CDS,525387,526082,696,-,,0,cds-NP_214951.1,NP_214951.1,phosphatidylserine decarboxylase,Rv0437c,protein_coding,"ID=cds-NP_214951.1;Parent=gene-Rv0437c;Dbxref=GenBank:NP_214951.1,GeneID:886350;Name=NP_214951.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=psd;locus_tag=Rv0437c;product=phosphatidylserine decarboxylase;protein_id=NP_214951.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,526143,527360,1218,-,,,gene-Rv0438c,moeA2,,Rv0438c,protein_coding,ID=gene-Rv0438c;Dbxref=GeneID:886348;Name=moeA2;gbkey=Gene;gene=moeA2;gene_biotype=protein_coding;gene_synonym=moeA3;locus_tag=Rv0438c
H37Rv,NC_000962.3,RefSeq,CDS,526143,527360,1218,-,,0,cds-YP_177725.1,YP_177725.1,molybdopterin molybdenumtransferase,Rv0438c,protein_coding,"ID=cds-YP_177725.1;Parent=gene-Rv0438c;Dbxref=GenBank:YP_177725.1,GeneID:886348;Name=YP_177725.1;Note=molybdopterin biosynthesis protein MoeA;experiment=EXISTENCE:Mass spectrometry[PMID:21085642],EXISTENCE:Mass spectrometry[PMID:21920479],EXISTENCE:Protein crystalography[PMID:15547284];gbkey=CDS;gene=moeA2;locus_tag=Rv0438c;product=molybdopterin molybdenumtransferase;protein_id=YP_177725.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,527379,528314,936,-,,,gene-Rv0439c,Rv0439c,,Rv0439c,protein_coding,ID=gene-Rv0439c;Dbxref=GeneID:886342;Name=Rv0439c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0439c
H37Rv,NC_000962.3,RefSeq,CDS,527379,528314,936,-,,0,cds-NP_214953.1,NP_214953.1,dehydrogenase/reductase,Rv0439c,protein_coding,"ID=cds-NP_214953.1;Parent=gene-Rv0439c;Dbxref=GenBank:NP_214953.1,GeneID:886342;Name=NP_214953.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0439c;product=dehydrogenase/reductase;protein_id=NP_214953.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,528608,530230,1623,+,,,gene-Rv0440,groEL2,,Rv0440,protein_coding,"ID=gene-Rv0440;Dbxref=GeneID:886354;Name=groEL2;gbkey=Gene;gene=groEL2;gene_biotype=protein_coding;gene_synonym=groEL-2,groL2,hsp60,hsp65;locus_tag=Rv0440"
H37Rv,NC_000962.3,RefSeq,CDS,528608,530230,1623,+,,0,cds-NP_214954.1,NP_214954.1,molecular chaperone GroEL,Rv0440,protein_coding,"ID=cds-NP_214954.1;Parent=gene-Rv0440;Dbxref=GenBank:NP_214954.1,GeneID:886354;Name=NP_214954.1;Note=60 kDa chaperonin 2 GroEL2 (protein CPN60-2) (GroEL protein 2) (65 kDa antigen) (heat shock protein 65) (cell wall protein A) (antigen A). Purified 65 kDa antigen can elicit a strong delayed-type hypersensitivity reaction in experimental animals infected with M. tuberculosis. This protein is one of the major immunoreactive proteins of the mycobacteria. This antigen contains epitopes that are common to various species of mycobacteria.;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=groEL2;inference=protein motif:PROSITE:PS00296;locus_tag=Rv0440;product=molecular chaperone GroEL;protein_id=NP_214954.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,530296,530724,429,-,,,gene-Rv0441c,Rv0441c,,Rv0441c,protein_coding,ID=gene-Rv0441c;Dbxref=GeneID:886344;Name=Rv0441c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0441c
H37Rv,NC_000962.3,RefSeq,CDS,530296,530724,429,-,,0,cds-NP_214955.1,NP_214955.1,hypothetical protein,Rv0441c,protein_coding,"ID=cds-NP_214955.1;Parent=gene-Rv0441c;Dbxref=GenBank:NP_214955.1,GeneID:886344;Name=NP_214955.1;gbkey=CDS;locus_tag=Rv0441c;product=hypothetical protein;protein_id=NP_214955.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,530751,532214,1464,-,,,gene-Rv0442c,PPE10,,Rv0442c,protein_coding,ID=gene-Rv0442c;Dbxref=GeneID:886340;Name=PPE10;gbkey=Gene;gene=PPE10;gene_biotype=protein_coding;locus_tag=Rv0442c
H37Rv,NC_000962.3,RefSeq,CDS,530751,532214,1464,-,,0,cds-YP_177726.2,YP_177726.2,PPE family protein PPE10,Rv0442c,protein_coding,"ID=cds-YP_177726.2;Parent=gene-Rv0442c;Dbxref=GenBank:YP_177726.2,GeneID:886340;Name=YP_177726.2;experiment=EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;gene=PPE10;locus_tag=Rv0442c;product=PPE family protein PPE10;protein_id=YP_177726.2;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,532396,532911,516,+,,,gene-Rv0443,Rv0443,,Rv0443,protein_coding,ID=gene-Rv0443;Dbxref=GeneID:886336;Name=Rv0443;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0443
H37Rv,NC_000962.3,RefSeq,CDS,532396,532911,516,+,,0,cds-NP_214957.1,NP_214957.1,hypothetical protein,Rv0443,protein_coding,"ID=cds-NP_214957.1;Parent=gene-Rv0443;Dbxref=GenBank:NP_214957.1,GeneID:886336;Name=NP_214957.1;experiment=COORDINATES:Mass spectrometry[PMID:21969609],EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0443;product=hypothetical protein;protein_id=NP_214957.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,533091,533789,699,-,,,gene-Rv0444c,rskA,,Rv0444c,protein_coding,ID=gene-Rv0444c;Dbxref=GeneID:886346;Name=rskA;gbkey=Gene;gene=rskA;gene_biotype=protein_coding;locus_tag=Rv0444c
H37Rv,NC_000962.3,RefSeq,CDS,533091,533789,699,-,,0,cds-NP_214958.1,NP_214958.1,anti-sigma-K factor RskA,Rv0444c,protein_coding,"ID=cds-NP_214958.1;Parent=gene-Rv0444c;Dbxref=GenBank:NP_214958.1,GeneID:886346;Name=NP_214958.1;experiment=COORDINATES:Mass spectrometry[PMID:21969609],DESCRIPTION:Gene expression%2C mutation analysis[PMID:17064366],EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=rskA;locus_tag=Rv0444c;product=anti-sigma-K factor RskA;protein_id=NP_214958.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,533833,534396,564,-,,,gene-Rv0445c,sigK,,Rv0445c,protein_coding,ID=gene-Rv0445c;Dbxref=GeneID:886334;Name=sigK;gbkey=Gene;gene=sigK;gene_biotype=protein_coding;locus_tag=Rv0445c
H37Rv,NC_000962.3,RefSeq,CDS,533833,534396,564,-,,0,cds-NP_214959.1,NP_214959.1,ECF RNA polymerase sigma factor SigK,Rv0445c,protein_coding,"ID=cds-NP_214959.1;Parent=gene-Rv0445c;Dbxref=GenBank:NP_214959.1,GeneID:886334;Name=NP_214959.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=sigK;locus_tag=Rv0445c;product=ECF RNA polymerase sigma factor SigK;protein_id=NP_214959.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,534445,535215,771,-,,,gene-Rv0446c,Rv0446c,,Rv0446c,protein_coding,ID=gene-Rv0446c;Dbxref=GeneID:886332;Name=Rv0446c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0446c
H37Rv,NC_000962.3,RefSeq,CDS,534445,535215,771,-,,0,cds-NP_214960.1,NP_214960.1,transmembrane protein,Rv0446c,protein_coding,"ID=cds-NP_214960.1;Parent=gene-Rv0446c;Dbxref=GenBank:NP_214960.1,GeneID:886332;Name=NP_214960.1;experiment=EXISTENCE:Mass spectrometry[PMID:17443846];gbkey=CDS;locus_tag=Rv0446c;product=transmembrane protein;protein_id=NP_214960.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,535224,536507,1284,-,,,gene-Rv0447c,ufaA1,,Rv0447c,protein_coding,ID=gene-Rv0447c;Dbxref=GeneID:886330;Name=ufaA1;gbkey=Gene;gene=ufaA1;gene_biotype=protein_coding;locus_tag=Rv0447c
H37Rv,NC_000962.3,RefSeq,CDS,535224,536507,1284,-,,0,cds-NP_214961.1,NP_214961.1,cyclopropane-fatty-acyl-phospholipid synthase UfaA,Rv0447c,protein_coding,"ID=cds-NP_214961.1;Parent=gene-Rv0447c;Dbxref=GenBank:NP_214961.1,GeneID:886330;Name=NP_214961.1;gbkey=CDS;gene=ufaA1;locus_tag=Rv0447c;product=cyclopropane-fatty-acyl-phospholipid synthase UfaA;protein_id=NP_214961.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,536504,537169,666,-,,,gene-Rv0448c,Rv0448c,,Rv0448c,protein_coding,ID=gene-Rv0448c;Dbxref=GeneID:886328;Name=Rv0448c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0448c
H37Rv,NC_000962.3,RefSeq,CDS,536504,537169,666,-,,0,cds-NP_214962.1,NP_214962.1,hypothetical protein,Rv0448c,protein_coding,"ID=cds-NP_214962.1;Parent=gene-Rv0448c;Dbxref=GenBank:NP_214962.1,GeneID:886328;Name=NP_214962.1;gbkey=CDS;locus_tag=Rv0448c;product=hypothetical protein;protein_id=NP_214962.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,537229,538548,1320,-,,,gene-Rv0449c,Rv0449c,,Rv0449c,protein_coding,ID=gene-Rv0449c;Dbxref=GeneID:886326;Name=Rv0449c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0449c
H37Rv,NC_000962.3,RefSeq,CDS,537229,538548,1320,-,,0,cds-NP_214963.1,NP_214963.1,hypothetical protein,Rv0449c,protein_coding,"ID=cds-NP_214963.1;Parent=gene-Rv0449c;Dbxref=GenBank:NP_214963.1,GeneID:886326;Name=NP_214963.1;experiment=EXISTENCE:Mass spectrometry[PMID:15525680];gbkey=CDS;locus_tag=Rv0449c;product=hypothetical protein;protein_id=NP_214963.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,538588,541491,2904,-,,,gene-Rv0450c,mmpL4,,Rv0450c,protein_coding,ID=gene-Rv0450c;Dbxref=GeneID:886323;Name=mmpL4;gbkey=Gene;gene=mmpL4;gene_biotype=protein_coding;locus_tag=Rv0450c
H37Rv,NC_000962.3,RefSeq,CDS,538588,541491,2904,-,,0,cds-NP_214964.1,NP_214964.1,transmembrane transport protein MmpL4,Rv0450c,protein_coding,"ID=cds-NP_214964.1;Parent=gene-Rv0450c;Dbxref=GenBank:NP_214964.1,GeneID:886323;Name=NP_214964.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=mmpL4;inference=protein motif:PROSITE:PS00211;locus_tag=Rv0450c;product=transmembrane transport protein MmpL4;protein_id=NP_214964.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,541488,541910,423,-,,,gene-Rv0451c,mmpS4,,Rv0451c,protein_coding,ID=gene-Rv0451c;Dbxref=GeneID:886321;Name=mmpS4;gbkey=Gene;gene=mmpS4;gene_biotype=protein_coding;locus_tag=Rv0451c
H37Rv,NC_000962.3,RefSeq,CDS,541488,541910,423,-,,0,cds-NP_214965.1,NP_214965.1,membrane protein MmpS4,Rv0451c,protein_coding,"ID=cds-NP_214965.1;Parent=gene-Rv0451c;Dbxref=GenBank:NP_214965.1,GeneID:886321;Name=NP_214965.1;Note=A core mycobacterial gene%3B conserved in mycobacterial strains (See Marmiesse et al.%2C 2004 PMID:14766927).;experiment=EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=mmpS4;locus_tag=Rv0451c;product=membrane protein MmpS4;protein_id=NP_214965.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,542142,542852,711,+,,,gene-Rv0452,Rv0452,,Rv0452,protein_coding,ID=gene-Rv0452;Dbxref=GeneID:886319;Name=Rv0452;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0452
H37Rv,NC_000962.3,RefSeq,CDS,542142,542852,711,+,,0,cds-NP_214966.1,NP_214966.1,transcriptional regulator,Rv0452,protein_coding,"ID=cds-NP_214966.1;Parent=gene-Rv0452;Dbxref=GenBank:NP_214966.1,GeneID:886319;Name=NP_214966.1;gbkey=CDS;locus_tag=Rv0452;product=transcriptional regulator;protein_id=NP_214966.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,543174,544730,1557,+,,,gene-Rv0453,PPE11,,Rv0453,protein_coding,ID=gene-Rv0453;Dbxref=GeneID:886317;Name=PPE11;gbkey=Gene;gene=PPE11;gene_biotype=protein_coding;locus_tag=Rv0453
H37Rv,NC_000962.3,RefSeq,CDS,543174,544730,1557,+,,0,cds-YP_177727.1,YP_177727.1,PPE family protein PPE11,Rv0453,protein_coding,"ID=cds-YP_177727.1;Parent=gene-Rv0453;Dbxref=GenBank:YP_177727.1,GeneID:886317;Name=YP_177727.1;experiment=EXISTENCE:Mass spectrometry[PMID:17443846],EXISTENCE:Mass spectrometry[PMID:21085642];gbkey=CDS;gene=PPE11;locus_tag=Rv0453;product=PPE family protein PPE11;protein_id=YP_177727.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,545375,545821,447,-,,,gene-Rv0455c,Rv0455c,,Rv0455c,protein_coding,ID=gene-Rv0455c;Dbxref=GeneID:886314;Name=Rv0455c;gbkey=Gene;gene_biotype=protein_coding;locus_tag=Rv0455c
H37Rv,NC_000962.3,RefSeq,CDS,545375,545821,447,-,,0,cds-NP_214969.1,NP_214969.1,hypothetical protein,Rv0455c,protein_coding,"ID=cds-NP_214969.1;Parent=gene-Rv0455c;Dbxref=GenBank:NP_214969.1,GeneID:886314;Name=NP_214969.1;experiment=EXISTENCE:Mass spectrometry[PMID:17443846],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;locus_tag=Rv0455c;product=hypothetical protein;protein_id=NP_214969.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,545889,546803,915,-,,,gene-Rv0456c,echA2,,Rv0456c,protein_coding,ID=gene-Rv0456c;Dbxref=GeneID:886312;Name=echA2;gbkey=Gene;gene=echA2;gene_biotype=protein_coding;locus_tag=Rv0456c
H37Rv,NC_000962.3,RefSeq,CDS,545889,546803,915,-,,0,cds-NP_214970.1,NP_214970.1,enoyl-CoA hydratase EchA2,Rv0456c,protein_coding,"ID=cds-NP_214970.1;Parent=gene-Rv0456c;Dbxref=GenBank:NP_214970.1,GeneID:886312;Name=NP_214970.1;experiment=EXISTENCE:Mass spectrometry[PMID:20429878],EXISTENCE:Mass spectrometry[PMID:21920479];gbkey=CDS;gene=echA2;locus_tag=Rv0456c;product=enoyl-CoA hydratase EchA2;protein_id=NP_214970.1;transl_table=11"
H37Rv,NC_000962.3,RefSeq,gene,547076,547357,282,-,,,gene-Rv0456A,mazF1,,Rv0456A,protein_coding,ID=gene-Rv0456A;Dbxref=GeneID:3205039;Name=mazF1;gbkey=Gene;gene=mazF1;gene_biotype=protein_coding;gene_synonym=mt2;locus_tag=Rv0456A
